"city","review_count.x","funny","useful","cool","review_count.y","yelp.votes.funny","yelp.votes.useful","yelp.votes.cool","cuisine","wcount","qmark","emark","stars"
"Phoenix",87,2470,3255,2530,482,3,5,3,"American",243,2,0,3
"Phoenix",179,396,733,541,187,1,1,2,"American",167,0,7,5
"Phoenix",26,3,32,2,22,1,2,0,"American",244,0,15,1
"Scottsdale",216,8,65,22,50,0,1,1,"American",44,0,2,4
"Scottsdale",55,22,71,17,69,0,0,0,"American",27,0,1,3
"Phoenix",269,162,569,203,912,0,2,0,"American",105,0,0,5
"Phoenix",227,10,42,7,42,0,2,0,"American",546,3,7,4
"Scottsdale",293,3,13,2,22,0,1,0,"American",73,0,3,4
"Gilbert",525,530,1224,502,310,0,4,1,"American",49,0,0,4
"Scottsdale",141,0,0,0,3,0,0,0,"American",167,0,2,2
"Scottsdale",218,116,344,163,163,1,4,2,"American",125,0,4,5
"Phoenix",453,0,3,1,11,0,0,0,"American",7,0,0,4
"Phoenix",434,21,30,19,48,0,1,1,"American",82,1,1,4
"Tempe",263,5,16,7,24,2,2,1,"American",177,0,2,4
"Scottsdale",55,145,429,197,319,0,0,0,"American",67,0,0,2
"Phoenix",230,12,54,6,48,0,0,0,"American",187,0,1,1
"Phoenix",145,8,10,7,13,0,0,0,"American",104,0,2,5
"Tempe",17,104,279,177,153,0,1,0,"American",68,0,0,4
"Chandler",148,1,3,1,6,0,0,1,"American",53,0,2,5
"Phoenix",42,0,0,1,5,0,0,0,"American",176,1,0,5
"Phoenix",84,1,6,3,21,0,0,0,"American",103,0,0,5
"Tempe",51,46,88,30,103,0,1,0,"American",142,2,0,3
"Phoenix",22,849,1495,1005,483,4,5,5,"American",319,0,0,4
"Mesa",34,7,79,28,47,0,1,0,"American",276,0,0,5
"Mesa",20,59,141,71,42,1,2,0,"American",141,1,1,4
"Phoenix",3,153,423,148,314,0,0,0,"American",195,0,0,3
"Chandler",148,1233,2452,1875,539,1,4,4,"American",220,0,4,5
"Tempe",83,296,361,124,243,3,0,0,"American",45,0,2,4
"Phoenix",145,1415,565,552,253,5,1,2,"American",242,5,1,4
"Mesa",5,1,9,0,22,0,1,0,"American",93,0,0,4
"Surprise",7,122,263,187,151,0,0,0,"American",48,0,1,5
"Phoenix",179,0,0,0,2,0,0,0,"American",69,0,1,4
"Scottsdale",5,10,52,29,63,0,1,1,"American",108,0,0,5
"Phoenix",64,4,4,0,5,0,0,0,"American",76,0,11,5
"Phoenix",321,24,60,11,85,0,0,0,"American",130,1,0,3
"Phoenix",453,19,118,61,125,1,0,0,"American",146,2,0,5
"Phoenix",128,17,24,13,14,1,1,1,"American",273,0,2,4
"Phoenix",107,9,38,25,38,0,0,0,"American",162,0,0,4
"Phoenix",323,5,10,4,9,1,2,1,"American",209,0,1,4
"Phoenix",25,212,826,308,1009,1,5,1,"American",96,0,0,2
"Phoenix",269,1,4,3,5,0,1,0,"American",67,0,0,5
"Phoenix",6,1001,1154,1024,182,7,8,10,"American",306,1,0,4
"Phoenix",197,35,90,28,39,0,1,1,"American",37,0,0,5
"Scottsdale",44,0,0,0,1,0,0,0,"American",162,0,2,5
"Phoenix",230,165,255,148,98,0,1,0,"American",115,0,1,5
"Phoenix",48,2,7,4,7,1,1,1,"American",81,0,0,5
"Phoenix",21,8,28,11,49,0,1,0,"American",52,0,2,4
"Chandler",148,2,30,7,37,0,1,0,"American",134,0,14,4
"Mesa",16,67,36,26,54,1,0,1,"American",40,0,0,3
"Scottsdale",349,0,1,0,3,0,1,0,"American",58,0,0,4
"Scottsdale",69,35,172,62,142,0,2,0,"American",299,0,2,4
"Phoenix",40,0,4,0,2,0,0,0,"American",28,0,1,1
"Scottsdale",61,0,3,4,7,0,1,0,"American",161,1,1,5
"Gilbert",525,30,71,36,91,0,1,0,"American",138,0,1,5
"Phoenix",197,69,183,82,167,0,0,0,"American",25,0,0,5
"Gilbert",122,7,31,4,36,0,0,0,"American",14,0,0,4
"Scottsdale",39,36,143,71,193,1,1,1,"American",331,0,0,4
"Phoenix",145,1,12,4,9,0,0,0,"American",11,0,6,5
"Tempe",8,1,6,2,11,0,0,0,"American",76,0,0,2
"Phoenix",461,94,310,233,156,0,2,1,"American",179,0,0,4
"Phoenix",27,0,0,0,2,0,0,0,"American",13,0,0,4
"Phoenix",461,13,162,64,131,0,1,1,"American",239,0,1,4
"Chandler",83,383,592,355,187,4,9,7,"American",787,0,6,5
"Phoenix",150,50,155,45,67,0,2,0,"American",519,1,0,2
"Phoenix",139,13,22,12,34,0,0,0,"American",38,0,3,5
"Phoenix",210,51,101,79,42,0,2,0,"American",128,0,0,5
"Scottsdale",206,1,4,3,3,0,0,0,"American",145,0,1,5
"Chandler",154,14,37,14,41,0,1,0,"American",452,1,11,5
"Phoenix",53,7,7,3,16,0,0,0,"American",40,0,0,4
"Phoenix",158,7,19,4,35,0,1,0,"American",49,0,5,1
"Tempe",83,0,1,2,2,0,1,0,"American",58,0,0,2
"Phoenix",60,24,107,30,102,0,0,0,"American",149,0,0,5
"Phoenix",230,340,396,314,72,3,7,5,"American",145,1,1,5
"Phoenix",58,0,4,0,3,0,1,0,"American",50,0,0,1
"Phoenix",15,270,247,214,79,1,0,0,"American",612,2,0,3
"Phoenix",321,0,5,0,11,0,0,0,"American",10,0,0,4
"Phoenix",238,116,392,192,145,2,6,0,"American",424,4,5,2
"Phoenix",179,10,17,12,6,1,2,2,"American",327,0,2,4
"Phoenix",66,4,9,1,13,1,2,0,"American",46,0,0,3
"Chandler",5,17,29,28,10,1,2,1,"American",49,0,0,3
"Scottsdale",290,7,85,20,70,0,1,0,"American",167,0,0,3
"Mesa",12,0,1,0,1,0,1,0,"American",155,0,0,3
"Phoenix",36,1,3,1,8,0,0,0,"American",47,0,1,4
"Scottsdale",69,103,341,131,417,0,0,0,"American",279,0,3,4
"Phoenix",197,5,33,5,35,0,0,0,"American",112,1,0,4
"Phoenix",75,0,7,1,3,0,1,0,"American",144,2,1,2
"Phoenix",134,1852,2375,2093,325,4,8,5,"American",82,0,1,5
"Phoenix",230,0,2,0,3,0,1,0,"American",232,1,1,5
"Phoenix",150,36,162,67,205,0,0,0,"American",191,0,2,1
"Mesa",73,4,19,3,27,0,0,0,"American",159,0,0,3
"Scottsdale",358,2,32,5,37,0,1,0,"American",124,0,0,3
"Phoenix",5,1057,1657,1201,260,10,8,4,"American",229,2,5,1
"Scottsdale",50,10,17,6,30,1,1,1,"American",107,0,0,5
"Phoenix",434,892,1280,934,632,7,5,6,"American",512,1,8,3
"Phoenix",69,2,10,4,5,0,0,1,"American",71,0,3,5
"Gilbert",525,0,0,0,6,0,0,0,"American",29,0,0,5
"Scottsdale",171,376,1098,546,791,1,0,0,"American",78,0,1,4
"Scottsdale",41,0,0,0,1,0,0,0,"American",41,0,3,5
"Scottsdale",47,30,105,47,60,0,1,0,"American",129,0,0,4
"Phoenix",84,240,309,205,60,0,1,0,"American",214,4,0,2
"Phoenix",179,8,41,11,34,0,2,0,"American",212,0,3,5
"Mesa",131,2,6,3,6,0,0,0,"American",37,0,1,5
"Chandler",98,3,7,2,6,0,1,0,"American",459,5,4,1
"Phoenix",210,3,8,2,5,1,1,0,"American",38,0,0,5
"Phoenix",44,3,29,15,20,0,2,0,"American",18,0,0,4
"Scottsdale",141,253,629,409,159,2,3,4,"American",166,2,7,4
"Scottsdale",23,39,126,84,66,0,0,0,"American",33,0,0,2
"Chandler",98,33,62,22,100,1,1,0,"American",119,3,0,4
"Scottsdale",358,1066,1535,1347,388,1,1,1,"American",113,0,6,4
"Phoenix",171,8,18,8,31,0,1,0,"American",14,0,0,4
"Phoenix",48,69,175,92,57,3,5,4,"American",170,1,1,3
"Tempe",28,7,13,8,33,0,0,0,"American",106,0,1,5
"Scottsdale",61,35,172,62,142,1,0,0,"American",254,0,0,3
"Gilbert",525,154,428,212,386,4,4,4,"American",194,0,1,4
"Scottsdale",172,1,21,7,13,0,2,1,"American",225,0,3,5
"Phoenix",36,295,795,527,379,4,6,5,"American",275,0,0,4
"Gilbert",6,0,4,0,4,0,1,0,"American",26,0,2,5
"Phoenix",6,776,1737,1443,545,2,4,3,"American",672,0,4,2
"Phoenix",35,151,506,241,293,0,0,0,"American",144,0,0,2
"Chandler",124,1,5,1,11,0,0,0,"American",99,0,0,4
"Phoenix",44,54,220,88,110,0,0,0,"American",189,2,0,3
"Scottsdale",78,18,37,34,17,1,3,2,"American",118,0,0,5
"Phoenix",27,37,105,35,106,0,2,0,"American",38,0,1,4
"Scottsdale",358,26,39,13,44,0,0,0,"American",56,0,0,1
"Phoenix",461,102,325,201,110,1,3,2,"American",205,0,0,5
"Phoenix",31,31,56,6,36,0,1,0,"American",351,0,12,5
"Scottsdale",55,0,5,4,8,0,1,1,"American",66,0,0,4
"Scottsdale",152,45,213,139,127,2,7,1,"American",153,0,0,5
"Phoenix",78,621,797,562,278,9,7,7,"American",280,2,3,3
"Scottsdale",221,9,28,7,23,0,0,0,"American",36,0,2,5
"Phoenix",128,20,88,33,84,0,1,0,"American",69,0,1,4
"Scottsdale",75,6,11,5,17,0,0,0,"American",73,0,0,2
"Phoenix",461,112,275,175,80,2,2,2,"American",283,0,8,4
"Phoenix",230,3,6,1,4,0,0,0,"American",173,0,0,3
"Avondale",36,0,14,7,4,0,1,0,"American",46,0,0,1
"Tempe",269,32,89,49,33,0,0,0,"American",234,0,0,5
"Phoenix",220,0,3,5,18,0,0,0,"American",17,0,0,4
"Phoenix",269,108,46,12,38,1,1,0,"American",215,0,0,4
"Scottsdale",157,4,23,7,12,0,0,0,"American",28,0,0,5
"Phoenix",35,57,180,126,70,1,3,1,"American",45,0,0,1
"Phoenix",269,280,660,291,333,6,8,4,"American",112,5,9,1
"Phoenix",59,1,0,5,4,0,0,1,"American",332,0,8,5
"Tempe",269,1,2,0,5,0,1,0,"American",10,0,0,5
"Phoenix",6,20,29,13,49,0,0,0,"American",124,0,0,3
"Phoenix",326,2,5,1,6,0,2,1,"American",110,0,2,5
"Phoenix",179,978,999,943,132,4,6,4,"American",172,0,0,5
"Phoenix",145,819,1365,1059,394,0,1,1,"American",124,0,4,5
"Gilbert",49,16,29,20,9,2,3,2,"American",96,0,4,5
"Phoenix",53,99,210,100,91,0,0,0,"American",374,4,0,1
"Tempe",17,62,197,86,148,0,0,0,"American",68,1,2,4
"Phoenix",323,49,124,51,83,0,3,0,"American",337,0,1,5
"Scottsdale",216,24,128,17,83,0,1,0,"American",91,0,0,5
"Phoenix",145,63,207,65,103,0,1,0,"American",244,0,1,2
"Phoenix",461,4,20,15,13,1,2,2,"American",109,0,0,5
"Phoenix",434,22,95,52,32,1,2,2,"American",131,0,2,4
"Phoenix",269,7,22,4,22,0,1,1,"American",122,0,7,5
"Tempe",269,230,579,265,762,0,0,0,"American",11,0,0,5
"Tempe",269,5,21,1,11,1,1,1,"American",349,0,0,2
"Scottsdale",171,1,3,0,5,1,3,0,"American",151,0,1,1
"Chandler",157,15,45,50,23,0,1,2,"American",234,0,1,4
"Phoenix",42,79,172,100,106,1,3,2,"American",117,0,1,5
"Scottsdale",218,7,11,5,16,0,0,0,"American",145,2,12,5
"Phoenix",171,2410,3144,3060,566,3,7,6,"American",117,0,0,4
"Phoenix",197,4943,10629,8991,1253,2,5,6,"American",266,0,8,4
"Phoenix",57,415,979,635,369,0,3,3,"American",624,1,7,4
"Gilbert",122,9,50,13,40,0,0,0,"American",146,0,0,5
"Phoenix",128,378,678,451,196,0,1,0,"American",101,0,2,4
"Phoenix",269,0,0,0,5,0,0,0,"American",7,0,2,5
"Phoenix",50,67,240,60,120,1,2,0,"American",298,5,0,2
"Chandler",157,1,4,2,4,0,1,1,"American",116,0,1,4
"Phoenix",6,51,189,57,172,0,0,0,"American",5,0,0,4
"Gilbert",525,3,19,8,27,1,3,3,"American",280,0,1,5
"Chandler",154,3,18,3,18,0,1,1,"American",35,0,0,4
"Phoenix",461,8,30,11,31,2,2,0,"American",269,0,1,4
"Scottsdale",172,25,12,9,5,1,2,0,"American",221,0,0,5
"Scottsdale",218,155,491,291,156,0,0,0,"American",355,2,0,4
"Phoenix",158,9,7,3,9,0,0,0,"American",75,0,0,3
"Phoenix",24,69,152,75,286,0,0,0,"American",13,0,0,4
"Phoenix",107,511,920,489,426,1,2,1,"American",349,2,0,3
"Avondale",36,0,1,0,1,0,1,0,"American",61,0,2,5
"Mesa",30,702,1096,965,305,1,2,2,"American",96,0,0,2
"Phoenix",26,62,219,90,156,0,1,0,"American",63,0,1,4
"Phoenix",83,1,6,7,10,0,1,1,"American",66,0,2,5
"Tempe",17,616,2373,1798,1099,0,0,1,"American",183,0,0,4
"Phoenix",326,4,16,3,28,0,0,0,"American",110,0,0,5
"Tempe",269,738,1414,1098,484,2,7,6,"American",288,2,9,5
"Phoenix",131,2,0,0,12,0,0,0,"American",18,0,2,5
"Mesa",17,2,19,6,14,0,0,0,"American",78,0,0,4
"Chandler",148,2,1,0,15,0,0,0,"American",25,0,0,4
"Tempe",135,0,3,1,7,0,1,1,"American",86,0,2,5
"Phoenix",269,2,17,6,10,1,2,1,"American",204,0,1,4
"Scottsdale",349,0,1,2,10,0,0,0,"American",70,0,2,5
"Phoenix",145,67,140,90,55,1,3,2,"American",260,4,2,5
"Scottsdale",171,0,7,0,10,0,1,0,"American",254,0,0,2
"Scottsdale",14,36,122,59,56,0,1,0,"American",64,0,4,5
"Scottsdale",141,0,1,0,1,0,0,0,"American",44,0,0,4
"Scottsdale",112,50,69,32,37,0,1,1,"American",278,0,1,3
"Gilbert",49,14,26,21,12,0,3,0,"American",31,0,0,5
"Phoenix",197,17,77,33,75,0,1,0,"American",149,0,2,5
"Scottsdale",55,276,331,225,115,2,2,1,"American",141,0,0,3
"Phoenix",269,0,6,2,9,0,1,1,"American",118,0,0,5
"Scottsdale",293,19,31,11,19,1,2,1,"American",206,0,4,2
"Phoenix",60,4,7,2,22,0,0,0,"American",130,0,3,4
"Scottsdale",221,117,293,143,257,0,0,1,"American",345,1,1,4
"Phoenix",258,118,176,130,104,0,2,1,"American",436,0,0,4
"Scottsdale",20,1,10,1,12,0,0,0,"American",156,2,1,4
"Scottsdale",172,0,5,2,3,0,1,2,"American",161,1,0,5
"Scottsdale",218,19,67,26,42,0,0,0,"American",128,0,1,4
"Scottsdale",188,3969,4287,3943,417,6,9,9,"American",227,0,0,4
"Phoenix",230,1,7,2,6,1,2,0,"American",151,0,0,3
"Scottsdale",38,174,466,174,224,0,1,1,"American",63,0,0,2
"Phoenix",326,2470,3255,2530,482,5,7,6,"American",101,0,0,5
"Phoenix",138,12,68,19,72,0,1,1,"American",115,0,0,4
"Phoenix",83,165,255,148,98,1,4,3,"American",47,1,0,5
"Scottsdale",216,4,38,6,21,0,1,0,"American",199,0,0,3
"Gilbert",53,203,407,250,253,0,0,0,"American",24,0,0,4
"Scottsdale",188,698,1671,1354,551,1,2,2,"American",197,0,0,3
"Phoenix",138,117,177,62,61,0,3,3,"American",221,0,0,5
"Scottsdale",358,138,484,252,401,0,0,0,"American",52,0,0,4
"Scottsdale",3,15,29,5,27,0,0,0,"American",288,0,0,2
"Phoenix",21,0,5,1,6,0,1,0,"American",44,0,0,5
"Scottsdale",349,1,17,3,27,0,1,0,"American",59,0,0,5
"Phoenix",19,2,4,0,10,0,1,0,"American",155,0,0,3
"Phoenix",453,7,36,12,33,0,0,0,"American",33,0,2,4
"Scottsdale",358,2,11,2,10,0,0,0,"American",191,0,5,4
"Phoenix",230,10,20,7,10,0,0,2,"American",60,0,1,5
"Gilbert",122,10,26,3,40,0,0,0,"American",328,0,0,3
"Scottsdale",14,39,103,88,44,0,2,1,"American",140,2,7,4
"Phoenix",269,10,30,14,21,0,0,0,"American",165,0,5,5
"Phoenix",461,8,35,22,19,0,2,1,"American",109,0,1,5
"Phoenix",238,1852,2375,2093,325,12,15,12,"American",297,0,0,4
"Chandler",148,13,57,14,76,0,0,0,"American",78,0,0,3
"Scottsdale",10,0,2,0,2,0,0,0,"American",71,3,1,1
"Scottsdale",152,6,25,5,20,0,1,0,"American",184,0,5,5
"Scottsdale",84,0,6,1,8,0,1,0,"American",30,0,3,5
"Scottsdale",293,9,83,16,117,1,1,1,"American",183,0,6,4
"Phoenix",220,14,19,5,14,0,1,0,"American",444,1,0,3
"Phoenix",321,0,2,1,6,0,0,0,"American",133,0,0,4
"Scottsdale",206,2142,2978,2578,764,0,0,0,"American",151,0,1,3
"Chandler",148,2,10,3,24,0,0,0,"American",36,0,0,2
"Scottsdale",60,2,5,1,5,0,1,1,"American",48,0,1,5
"Phoenix",434,779,969,801,224,0,0,0,"American",88,0,1,3
"Chandler",154,6,22,5,31,0,0,0,"American",541,0,6,4
"Phoenix",326,0,0,0,1,0,0,0,"American",7,0,1,5
"Phoenix",434,331,1034,322,376,0,0,0,"American",222,0,1,4
"Scottsdale",50,82,194,85,139,0,1,0,"American",56,0,0,5
"Phoenix",99,26,42,30,28,0,0,0,"American",192,0,0,3
"Phoenix",363,111,323,150,273,1,2,2,"American",319,1,0,5
"Mesa",23,1233,2452,1875,539,2,4,3,"American",144,0,2,4
"Scottsdale",38,54,134,84,74,2,2,2,"American",197,0,0,3
"Scottsdale",172,0,0,0,3,0,0,0,"American",99,0,1,5
"Phoenix",179,101,117,91,91,2,2,3,"American",108,0,0,5
"Scottsdale",141,0,8,0,11,0,0,0,"American",110,0,0,2
"Scottsdale",304,32,58,26,77,0,1,0,"American",64,1,0,5
"Phoenix",238,6,6,1,21,0,2,0,"American",54,0,1,5
"Scottsdale",4,23,35,25,10,1,2,1,"American",104,0,0,1
"Phoenix",197,10,45,10,26,0,0,0,"American",332,7,0,2
"Scottsdale",84,4943,10629,8991,1253,8,14,8,"American",162,0,1,3
"Phoenix",128,16,117,33,125,1,1,1,"American",205,0,0,5
"Tempe",30,13,50,10,49,0,0,0,"American",66,0,1,4
"Tempe",83,0,0,0,2,0,0,0,"American",42,0,2,3
"Scottsdale",304,10,40,15,50,0,1,0,"American",40,0,0,4
"Phoenix",138,403,1088,624,559,1,5,4,"American",202,0,2,4
"Mesa",51,1,20,1,20,0,1,0,"American",33,0,3,5
"Tempe",135,41,131,67,153,0,0,0,"American",45,0,0,4
"Tempe",51,4,16,3,12,0,2,0,"American",125,1,4,2
"Scottsdale",31,2,18,2,27,0,0,0,"American",93,0,0,5
"Phoenix",323,2,13,1,20,0,0,0,"American",12,0,0,5
"Phoenix",58,1569,2523,1876,574,3,6,3,"American",82,2,3,1
"Phoenix",75,0,1,0,1,0,1,0,"American",69,0,0,4
"Phoenix",134,199,253,141,108,1,1,1,"American",45,0,0,2
"Phoenix",60,0,8,1,2,0,1,1,"American",126,0,1,4
"Scottsdale",216,110,411,230,449,0,0,0,"American",66,0,3,4
"Tempe",184,756,613,484,150,7,1,0,"American",247,1,0,4
"Phoenix",258,102,325,201,110,0,2,3,"American",40,0,1,5
"Scottsdale",358,93,84,61,102,2,2,2,"American",238,0,0,5
"Phoenix",158,329,720,245,369,0,1,0,"American",376,0,0,4
"Phoenix",238,51,101,79,42,0,1,0,"American",87,0,0,4
"Scottsdale",194,557,1095,686,458,0,1,0,"American",69,0,1,5
"Phoenix",323,6,19,4,27,0,0,0,"American",58,0,5,4
"Phoenix",461,15,74,22,114,0,1,1,"American",59,0,1,4
"Phoenix",57,3,12,5,17,0,1,0,"American",148,1,0,4
"Mesa",30,2,22,4,146,0,0,0,"American",53,0,1,3
"Mesa",12,11,61,10,72,0,0,0,"American",34,0,0,3
"Phoenix",21,27,108,23,86,0,1,0,"American",89,0,0,2
"Scottsdale",171,2,4,0,3,1,0,0,"American",505,0,0,4
"Scottsdale",172,33,66,28,34,2,5,4,"American",558,0,4,5
"Gilbert",122,61,139,48,182,0,0,0,"American",243,0,0,3
"Scottsdale",172,0,7,4,10,0,1,0,"American",31,0,2,4
"Scottsdale",91,551,1041,782,412,4,4,6,"American",232,0,0,4
"Phoenix",323,35,68,45,32,0,1,1,"American",138,0,3,4
"Phoenix",230,0,12,3,9,0,0,0,"American",57,0,2,5
"Phoenix",238,71,70,26,32,0,0,0,"American",74,0,0,4
"Chandler",124,3,9,9,14,1,0,0,"American",137,0,1,4
"Scottsdale",218,0,4,1,8,0,1,0,"American",176,0,9,5
"Tempe",269,10,41,7,105,0,1,0,"American",127,0,0,5
"Tempe",5,1422,2401,1794,438,1,1,1,"American",23,0,0,3
"Scottsdale",304,44,87,49,59,0,0,0,"American",248,0,0,3
"Phoenix",269,114,160,87,51,1,3,1,"American",564,1,2,5
"Phoenix",238,3,8,1,14,0,0,0,"American",28,0,0,4
"Phoenix",9,0,0,0,1,0,0,0,"American",89,0,0,4
"Scottsdale",80,12,46,17,22,0,2,1,"American",190,0,0,5
"Scottsdale",194,42,75,56,34,0,1,0,"American",46,0,0,5
"Phoenix",145,6,26,8,11,1,3,2,"American",76,0,1,4
"Tempe",76,109,99,57,105,2,1,1,"American",157,0,0,3
"Chandler",154,9,26,4,41,1,0,0,"American",301,0,0,4
"Phoenix",27,0,12,3,13,0,1,0,"American",31,0,0,4
"Phoenix",145,14,64,8,52,0,1,0,"American",46,0,0,3
"Phoenix",326,10,74,22,48,0,1,0,"American",191,0,0,5
"Phoenix",220,136,255,164,105,0,2,0,"American",199,0,0,4
"Scottsdale",68,116,167,77,135,0,0,0,"American",41,0,0,2
"Tempe",44,10,74,12,58,0,1,0,"American",73,0,0,2
"Phoenix",227,4,13,5,12,0,2,1,"American",23,0,1,5
"Phoenix",46,1,13,4,16,0,0,0,"American",39,0,0,3
"Phoenix",179,0,3,2,6,0,1,0,"American",53,0,0,2
"Tempe",16,0,3,0,2,0,0,0,"American",179,0,1,5
"Peoria",13,20,81,24,59,1,1,0,"American",393,1,2,2
"Mesa",12,0,4,1,5,0,0,1,"American",38,0,5,5
"Scottsdale",218,5,21,6,11,0,0,0,"American",97,0,0,5
"Phoenix",210,0,1,0,2,0,1,0,"American",111,0,3,5
"Scottsdale",293,3,9,0,11,2,2,0,"American",434,1,0,2
"Tempe",269,4,39,10,40,0,0,0,"American",132,0,0,3
"Phoenix",171,1,7,1,5,0,0,0,"American",41,0,1,4
"Scottsdale",80,2,9,9,7,1,3,2,"American",106,0,3,5
"Phoenix",22,1,6,1,8,0,0,0,"American",50,0,2,4
"Chandler",154,0,0,0,4,0,0,0,"American",83,0,1,4
"Mesa",9,0,4,0,1,0,2,0,"American",46,0,1,4
"Phoenix",323,0,3,2,4,0,1,0,"American",73,0,3,5
"Scottsdale",188,22,18,6,11,0,0,0,"American",90,0,0,4
"Phoenix",158,5,30,7,30,1,1,1,"American",111,0,0,4
"Phoenix",57,8,59,11,75,0,0,0,"American",94,0,1,4
"Tempe",184,20,41,32,24,1,1,1,"American",18,0,0,3
"Scottsdale",304,9,41,15,21,0,1,1,"American",193,0,1,4
"Chandler",3,1233,2452,1875,539,1,2,2,"American",145,2,7,5
"Phoenix",197,9,49,17,32,0,1,0,"American",44,0,0,2
"Peoria",7,5,11,1,17,1,1,1,"American",88,0,1,2
"Phoenix",321,0,20,4,23,0,1,1,"American",286,0,0,3
"Phoenix",179,164,607,456,215,2,2,2,"American",114,0,0,3
"Gilbert",122,64,158,58,202,0,0,0,"American",316,0,6,5
"Phoenix",150,27,171,40,147,0,0,0,"American",42,0,1,4
"Phoenix",269,275,633,369,249,3,3,3,"American",174,0,0,3
"Mesa",44,1,10,3,8,0,2,1,"American",16,0,0,5
"Phoenix",453,9,39,18,49,0,1,0,"American",116,0,0,5
"Peoria",62,10,24,13,12,0,1,0,"American",455,0,6,5
"Scottsdale",171,5,10,1,5,3,3,1,"American",618,0,5,1
"Scottsdale",188,1,9,1,18,0,0,0,"American",233,0,2,4
"Chandler",148,9,57,10,43,0,1,0,"American",79,0,0,2
"Gilbert",525,94,186,118,94,1,5,3,"American",139,0,0,4
"Scottsdale",194,1,2,0,8,0,0,0,"American",15,0,0,4
"Phoenix",107,22,255,58,112,0,1,0,"American",489,0,0,3
"Phoenix",323,149,287,125,307,0,1,1,"American",41,0,0,5
"Chandler",115,2,17,2,6,0,0,0,"American",36,0,2,5
"Scottsdale",171,13,21,9,17,1,1,0,"American",284,0,0,4
"Scottsdale",349,0,0,0,8,0,0,0,"American",37,0,0,3
"Phoenix",93,4,18,5,21,0,2,2,"American",102,0,0,5
"Scottsdale",157,2,12,7,22,0,2,1,"American",338,1,1,1
"Phoenix",38,5,25,5,22,1,2,2,"American",59,0,0,1
"Phoenix",86,42,75,56,34,0,2,1,"American",27,0,0,4
"Phoenix",258,2,21,5,20,0,1,0,"American",50,0,0,4
"Phoenix",453,97,209,119,110,0,0,0,"American",82,0,2,5
"Scottsdale",293,1143,1561,1112,242,2,4,5,"American",283,1,8,4
"Scottsdale",358,85,343,132,312,0,0,0,"American",120,0,3,4
"Scottsdale",94,40,128,58,85,0,0,0,"American",200,0,0,4
"Phoenix",85,4,33,10,33,0,0,0,"American",39,0,0,5
"Gilbert",29,30,94,27,102,0,1,0,"American",72,0,2,4
"Tempe",76,88,283,129,200,0,0,0,"American",121,0,0,1
"Phoenix",179,1,35,10,17,0,0,0,"American",136,1,2,4
"Phoenix",93,0,8,4,11,0,0,0,"American",209,0,1,5
"Phoenix",28,5,35,3,99,0,1,0,"American",44,0,2,4
"Phoenix",44,131,357,242,326,0,2,1,"American",33,0,0,4
"Phoenix",269,403,1088,624,559,0,4,2,"American",212,2,3,4
"Mesa",21,379,593,428,149,1,1,1,"American",92,0,4,4
"Scottsdale",23,0,0,0,3,0,0,0,"American",149,1,0,1
"Phoenix",461,1193,1520,1281,244,1,0,1,"American",184,2,6,5
"Tempe",263,204,547,308,160,0,0,0,"American",38,0,0,4
"Chandler",154,5,21,7,31,0,0,0,"American",167,0,0,2
"Scottsdale",61,119,377,435,289,0,1,2,"American",177,0,1,4
"Phoenix",323,22,37,15,35,1,2,1,"American",75,0,0,4
"Scottsdale",78,6,18,4,21,0,0,0,"American",48,0,1,3
"Phoenix",158,1,3,2,9,0,0,0,"American",142,0,1,3
"Scottsdale",304,253,629,409,159,5,12,4,"American",258,4,8,1
"Phoenix",210,1,3,0,2,0,2,0,"American",112,0,1,1
"Tempe",263,1,2,0,10,0,0,0,"American",143,0,0,2
"Scottsdale",293,6,67,12,45,0,3,0,"American",234,0,0,4
"Scottsdale",349,45,213,139,127,0,1,2,"American",196,0,0,4
"Phoenix",171,2672,5504,4322,620,1,6,5,"American",209,0,2,3
"Chandler",154,2,23,7,19,0,3,0,"American",59,1,6,4
"Phoenix",179,13,21,5,16,1,2,1,"American",165,0,3,5
"Chandler",154,8,9,9,16,0,1,0,"American",61,0,0,5
"Tempe",62,0,5,1,17,0,0,0,"American",41,1,2,5
"Tempe",269,0,2,0,4,0,1,0,"American",79,0,7,5
"Phoenix",145,1,6,0,7,0,0,0,"American",43,0,1,5
"Surprise",7,8,36,13,80,1,1,0,"American",68,0,0,5
"Phoenix",227,3,11,2,26,0,1,0,"American",73,0,0,2
"Phoenix",85,1,13,6,19,0,0,0,"American",46,0,4,5
"Phoenix",128,77,183,90,132,0,0,0,"American",82,0,3,3
"Phoenix",40,28,143,96,67,0,2,2,"American",370,0,1,2
"Phoenix",30,10,39,6,17,0,0,0,"American",144,0,3,1
"Phoenix",461,53,98,50,72,0,0,0,"American",151,0,1,4
"Phoenix",38,1,25,3,46,0,0,0,"American",148,0,2,5
"Mesa",51,0,8,0,7,0,1,0,"American",59,0,0,4
"Phoenix",6,101,147,67,99,0,0,0,"American",230,0,2,3
"Scottsdale",29,5,10,5,14,0,0,0,"American",63,0,0,4
"Phoenix",139,5,13,2,25,0,1,0,"American",63,0,0,5
"Phoenix",434,0,1,0,6,0,0,0,"American",297,7,4,4
"Phoenix",258,91,161,112,53,2,3,4,"American",235,0,3,4
